"strain","country","state","date","latitude","longitude","region","num_date"
"Malaysia|NA|KT175119||Dengue_2|E|External|2014-06-15|2014.45205479452","Malaysia","NA","2014-06-15",4.5693754,102.2656823,"SEA",2014
"Singapore|NA|KX380808|D2/SG/CT4/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","Singapore","NA","2012-06-15",1.357107,103.8194992,"SEA",2012
"Malaysia|NA|KJ806882|MYS(Selangor)D2/535Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Singapore|NA|JN030326|SG(EHI)D2/77082Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN380861|SG(EHI)D2/37443Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|MW512367|SG(EHI)D2/18574Y11|Dengue_2|WG|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW512368|SG(EHI)D2/23221Y11|Dengue_2|WG|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Indonesia|Bali|KM216707|D2/IDN/Bali_059/2010|Dengue_2|E|External|2010-09-02|2010.66849315068","Indonesia","Bali","2010-09-02",-2.4833826,117.8902853,"SEA",2010
"Indonesia|NA|JN568243|Bali_2010|Dengue_2|E|External|2010-06-15|2010.45205479452","Indonesia","NA","2010-06-15",-2.4833826,117.8902853,"SEA",2010
"Indonesia|NA|JF968024||Dengue_2|E|External|2010-06-15|2010.45205479452","Indonesia","NA","2010-06-15",-2.4833826,117.8902853,"SEA",2010
"Singapore|NA|JN544392|SG(EHI)D2/23221Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Malaysia|NA|JF968028||Dengue_2|E|External|2010-06-15|2010.45205479452","Malaysia","NA","2010-06-15",4.5693754,102.2656823,"SEA",2010
"East_Timor|NA|KY275203|D2/Timor/036/2011|Dengue_2|E|External|2011-02-15|2011.12328767123","East_Timor","NA","2011-02-15",-8.7443169,126.063482,"SEA",2011
"East_Timor|NA|KY275206|D2/Timor/051/2011|Dengue_2|E|External|2011-03-15|2011.2","East_Timor","NA","2011-03-15",-8.7443169,126.063482,"SEA",2011
"East_Timor|NA|KY275208|D2/Timor0/62/2011|Dengue_2|E|External|2011-02-15|2011.12328767123","East_Timor","NA","2011-02-15",-8.7443169,126.063482,"SEA",2011
"East_Timor|NA|KY275210|D2/Timor/91/2011|Dengue_2|E|External|2011-03-15|2011.2","East_Timor","NA","2011-03-15",-8.7443169,126.063482,"SEA",2011
"East_Timor|NA|KY275224|D2/Timor/505/2010|Dengue_2|E|External|2010-02-15|2010.12328767123","East_Timor","NA","2010-02-15",-8.7443169,126.063482,"SEA",2010
"East_Timor|NA|KY275226|D2/Timor/611/2010|Dengue_2|E|External|2010-08-15|2010.61917808219","East_Timor","NA","2010-08-15",-8.7443169,126.063482,"SEA",2010
"Taiwan|NA|MG894994||Dengue_2|E|External|2011-12-19|2011.96438356164","Taiwan","NA","2011-12-19",23.9739374,120.9820179,"SEA",2011
"Indonesia|Sukabumi,_West_Java|KF052653|SKB-CM052|Dengue_2|E|External|2012-06-15|2012.45205479452","Indonesia","Sukabumi,_West_Java","2012-06-15",-2.4833826,117.8902853,"SEA",2012
"China|NA|KT751356|Guangzhou/2014/5|Dengue_2|E|External|2015-01-20|2015.05205479452","China","NA","2015-01-20",35.000074,104.999927,"SEA",2015
"China|Zhongshan|KP064518|14D2GDZS00B|Dengue_2|E|External|2014-10-25|2014.81369863014","China","Zhongshan","2014-10-25",35.000074,104.999927,"SEA",2014
"China|Zhongshan|KP064519|14D2GDZS00C|Dengue_2|E|External|2014-10-25|2014.81369863014","China","Zhongshan","2014-10-25",35.000074,104.999927,"SEA",2014
"China|Zhongshan|KP064520|14D2GDZS00D|Dengue_2|E|External|2014-10-25|2014.81369863014","China","Zhongshan","2014-10-25",35.000074,104.999927,"SEA",2014
"Indonesia|NA|KT175125||Dengue_2|E|External|2014-06-15|2014.45205479452","Indonesia","NA","2014-06-15",-2.4833826,117.8902853,"SEA",2014
"Taiwan|NA|MG895084||Dengue_2|E|External|2015-04-26|2015.31506849315","Taiwan","NA","2015-04-26",23.9739374,120.9820179,"SEA",2015
"Taiwan|NA|MG895030||Dengue_2|E|External|2013-06-12|2013.44383561644","Taiwan","NA","2013-06-12",23.9739374,120.9820179,"SEA",2013
"China|NA|KP191528|D14118|Dengue_2|E|External|2014-09-15|2014.70410958904","China","NA","2014-09-15",35.000074,104.999927,"SEA",2014
"Indonesia|Surabaya|KT012518|D2/SBY3/14|Dengue_2|E|External|2014-06-15|2014.45205479452","Indonesia","Surabaya","2014-06-15",-2.4833826,117.8902853,"SEA",2014
"Indonesia|Sukabumi,_West_Java|KF052655|SKB-CM062|Dengue_2|E|External|2012-06-15|2012.45205479452","Indonesia","Sukabumi,_West_Java","2012-06-15",-2.4833826,117.8902853,"SEA",2012
"Singapore|NA|MW512463|SG(EHI)D2/51919Y16|Dengue_2|WG|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MT252650|SG(EHI)D2/51919Y16|Dengue_2|E|External|2016-12-18|2016.96164383562","Singapore","NA","2016-12-18",1.357107,103.8194992,"SEA",2016
"Indonesia|NA|KU529741|JMB-024|Dengue_2|E|External|2014-06-15|2014.45205479452","Indonesia","NA","2014-06-15",-2.4833826,117.8902853,"SEA",2014
"Taiwan|NA|MG895143||Dengue_2|E|External|2016-05-09|2016.35068493151","Taiwan","NA","2016-05-09",23.9739374,120.9820179,"SEA",2016
"Malaysia|NA|MN982893|Malay2017|Dengue_2|E|External|2017-02-15|2017.12328767123","Malaysia","NA","2017-02-15",4.5693754,102.2656823,"SEA",2017
"Malaysia|NA|KY851479|DV2/MALAYSIA/039/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Singapore|NA|MW512447|SG(EHI)D2/25169Y15|Dengue_2|WG|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Taiwan|NA|MG895088||Dengue_2|E|External|2015-06-11|2015.44109589041","Taiwan","NA","2015-06-11",23.9739374,120.9820179,"SEA",2015
"Taiwan|NA|MG895114||Dengue_2|E|External|2015-10-26|2015.81643835616","Taiwan","NA","2015-10-26",23.9739374,120.9820179,"SEA",2015
"Taiwan|NA|MG895133||Dengue_2|E|External|2016-01-28|2016.07397260274","Taiwan","NA","2016-01-28",23.9739374,120.9820179,"SEA",2016
"Malaysia|NA|KJ806926|MYS(Kelantan)D2/561Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806896|MYS(Johor)D2/708Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Indonesia|NA|JF968016||Dengue_2|E|External|2010-06-15|2010.45205479452","Indonesia","NA","2010-06-15",-2.4833826,117.8902853,"SEA",2010
"Indonesia|NA|KY851386|DV2/INDONESIA/018/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Indonesia","NA","2013-06-15",-2.4833826,117.8902853,"SEA",2013
"Singapore|NA|MW510278|SG(EHI)D2/46226Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"China|Guangdong_Province|MN018351|D15024|Dengue_2|WG|External|2015-05-17|2015.37260273973","China","Guangdong_Province","2015-05-17",35.000074,104.999927,"SEA",2015
"China|NA|MH827526|D2/China/GDsw/D15024/2015(New_Guinea)|Dengue_2|WG|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|Guangdong_Province|MN018363|D16161|Dengue_2|WG|External|2016-02-23|2016.14520547945","China","Guangdong_Province","2016-02-23",35.000074,104.999927,"SEA",2016
"China|NA|MH827544|D2/China/GDzs/GD16161/2016(New_Guinea)|Dengue_2|WG|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|NA|MG737917|D2/China/GDsw/D15024/2015(PapuaNewGuinea)|Dengue_2|E|External|2015-06-15|2015.45205479452","China","NA","2015-06-15",35.000074,104.999927,"SEA",2015
"China|NA|MG840594|D2/China/GDzs/D16161/2016(Papua_New_Guinea)|Dengue_2|E|External|2016-06-15|2016.45205479452","China","NA","2016-06-15",35.000074,104.999927,"SEA",2016
"Singapore|NA|MW510242|SG(EHI)D2/11033Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JF968051||Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030250|SG(EHI)D2/52484Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030251|SG(EHI)D2/14420Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030252|SG(EHI)D2/11033Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030253|SG(EHI)D2/24859Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030254|SG(EHI)D2/75655Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030255|SG(EHI)D2/69775Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030256|SG(EHI)D2/46701Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030257|SG(EHI)D2/84454Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030258|SG(EHI)D2/96504Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030259|SG(EHI)D2/60793Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030267|SG(EHI)D2/04014Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030293|SG(EHI)D2/67872Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030306|SG(EHI)D2/68975Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196584|SG(EHI)D2/12169Y09|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196585|SG(EHI)D2/53215Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196593|SG(EHI)D2/06169Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN544381|SG(EHI)D2/66304Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030297|SG(EHI)D2/73051Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196596|SG(EHI)D2/40374Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030262|SG(EHI)D2/15486Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030263|SG(EHI)D2/99085Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030287|SG(EHI)D2/48647Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030307|SG(EHI)D2/19211Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196597|SG(EHI)D2/13718Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN380858|SG(EHI)D2/10356Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN380859|SG(EHI)D2/08340Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030314|SG(EHI)D2/90962Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196598|SG(EHI)D2/10819Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|MW510243|SG(EHI)D2/23732Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN544379|SG(EHI)D2/93047Y11|Dengue_2|E|External|2011-01-15|2011.03835616438","Singapore","NA","2011-01-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN196581|SG(EHI)D2/23732Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196582|SG(EHI)D2/34630Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196583|SG(EHI)D2/27173Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196588|SG(EHI)D2/58637Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196589|SG(EHI)D2/17649Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030219|SG(EHI)D2/41253Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030220|SG(EHI)D2/56592Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030221|SG(EHI)D2/35983Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030222|SG(EHI)D2/36098Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030223|SG(EHI)D2/03627Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030224|SG(EHI)D2/51020Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030225|SG(EHI)D2/81928Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030226|SG(EHI)D2/18899Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030227|SG(EHI)D2/82177Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030228|SG(EHI)D2/97518Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030229|SG(EHI)D2/50284Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030231|SG(EHI)D2/08418Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030272|SG(EHI)D2/31899Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030275|SG(EHI)D2/86998Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030276|SG(EHI)D2/20105Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN380847|SG(EHI)D2/14161Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN380853|SG(EHI)D2/89943Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN380854|SG(EHI)D2/40160Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN380855|SG(EHI)D2/91527Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030236|SG(EHI)D2/33107Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030246|SG(EHI)D2/27217Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030248|SG(EHI)D2/90609Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030249|SG(EHI)D2/10001Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030286|SG(EHI)D2/12875Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030299|SG(EHI)D2/24762Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196587|SG(EHI)D2/37766Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196595|SG(EHI)D2/39905Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN380856|SG(EHI)D2/71407Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN380857|SG(EHI)D2/10864Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN196594|SG(EHI)D2/10308Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030280|SG(EHI)D2/34982Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030316|SG(EHI)D2/39816Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030315|SG(EHI)D2/12800Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030313|SG(EHI)D2/15512Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030300|SG(EHI)D2/97852Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030301|SG(EHI)D2/84648Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Malaysia|NA|KJ806911|MYS(Selangor)D2/1570Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806922|MYS(NSembilan)D2/4460Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Singapore|NA|JN030234|SG(EHI)D2/90243Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN030324|SG(EHI)D2/22044Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|MW512359|SG(EHI)D2/EHI40160OCT10Y10|Dengue_2|WG|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|KM279606|SG(EHI)D291527Y10|Dengue_2|WG|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|MW512360|SG(EHI)D2/EHI71407SEP10Y10|Dengue_2|WG|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|KM279607|SG(EHI)D286998Y10|Dengue_2|WG|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|MW512361|SG(EHI)D2/EHI06169SEP10Y10|Dengue_2|WG|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|KM279608|SG(EHI)D219211Y10|Dengue_2|WG|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|MW512363|SG(EHI)D2/93047Y11|Dengue_2|WG|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW510245|SG(EHI)D2/26581Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW510742|SG(EHI)D2/11516Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW510769|SG(EHI)D2/33692Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW510783|SG(EHI)D2/13152Y12|Dengue_2|E|External|2012-06-15|2012.45205479452","Singapore","NA","2012-06-15",1.357107,103.8194992,"SEA",2012
"Singapore|NA|JN544348|SG(EHI)D2/13335Y11|Dengue_2|E|External|2011-04-15|2011.28493150685","Singapore","NA","2011-04-15",1.357107,103.8194992,"SEA",2011
