"strain","country","state","date","latitude","longitude","region","num_date"
"Singapore|NA|MW510549|SG(EHI)D2/01047Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510553|SG(EHI)D2/02406Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510557|SG(EHI)D2/02271Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510558|SG(EHI)D2/02826Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510559|SG(EHI)D2/02790Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510564|SG(EHI)D2/03395Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510566|SG(EHI)D2/04918Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510571|SG(EHI)D2/04499Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510572|SG(EHI)D2/04592Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510573|SG(EHI)D2/04992Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510574|SG(EHI)D2/04099Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510578|SG(EHI)D2/05793Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510582|SG(EHI)D2/05472Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510584|SG(EHI)D2/06305Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510587|SG(EHI)D2/07383Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510589|SG(EHI)D2/07129Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510590|SG(EHI)D2/07694Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510591|SG(EHI)D2/07899Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510594|SG(EHI)D2/07317Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510595|SG(EHI)D2/07425Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510596|SG(EHI)D2/08277Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510597|SG(EHI)D2/08861Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510598|SG(EHI)D2/08269Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510601|SG(EHI)D2/08464Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510607|SG(EHI)D2/09710Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510608|SG(EHI)D2/09502Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510609|SG(EHI)D2/09349Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510610|SG(EHI)D2/09404Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510611|SG(EHI)D2/09881Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510614|SG(EHI)D2/09740Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510615|SG(EHI)D2/09776Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510617|SG(EHI)D2/09268Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510620|SG(EHI)D2/10589Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510621|SG(EHI)D2/10769Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510624|SG(EHI)D2/11905Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510625|SG(EHI)D2/11077Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510627|SG(EHI)D2/11082Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510629|SG(EHI)D2/12444Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510630|SG(EHI)D2/12016Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510632|SG(EHI)D2/13671Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510636|SG(EHI)D2/13535Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510637|SG(EHI)D2/13964Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510638|SG(EHI)D2/13107Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510640|SG(EHI)D2/13904Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510644|SG(EHI)D2/14447Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510647|SG(EHI)D2/15059Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510648|SG(EHI)D2/15866Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510651|SG(EHI)D2/17130Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510653|SG(EHI)D2/19972Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510659|SG(EHI)D2/18142Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510662|SG(EHI)D2/20006Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510663|SG(EHI)D2/20220Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510670|SG(EHI)D2/23239Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510681|SG(EHI)D2/26581Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510685|SG(EHI)D2/28576Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510687|SG(EHI)D2/29892Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510689|SG(EHI)D2/31795Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510690|SG(EHI)D2/31441Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510691|SG(EHI)D2/31413Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510692|SG(EHI)D2/31883Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510695|SG(EHI)D2/31746Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510698|SG(EHI)D2/33906Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510699|SG(EHI)D2/34587Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510703|SG(EHI)D2/35764Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510707|SG(EHI)D2/38575Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"China|NA|MG840585|D2/China/GDsz/D16029/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","China","NA","2016-06-15",35.000074,104.999927,"SEA",2016
"Taiwan|NA|MG895091||Dengue_2|E|External|2015-06-30|2015.49315068493","Taiwan","NA","2015-06-30",23.9739374,120.9820179,"SEA",2015
"Taiwan|NA|MG895124||Dengue_2|E|External|2015-12-04|2015.92328767123","Taiwan","NA","2015-12-04",23.9739374,120.9820179,"SEA",2015
"Taiwan|NA|MG895131||Dengue_2|E|External|2015-12-25|2015.98082191781","Taiwan","NA","2015-12-25",23.9739374,120.9820179,"SEA",2015
"Taiwan|NA|MG895132||Dengue_2|E|External|2016-01-01|2016","Taiwan","NA","2016-01-01",23.9739374,120.9820179,"SEA",2016
"Taiwan|NA|MG895146||Dengue_2|E|External|2016-06-23|2016.47397260274","Taiwan","NA","2016-06-23",23.9739374,120.9820179,"SEA",2016
"Taiwan|NA|MG895159||Dengue_2|E|External|2016-08-30|2016.6602739726","Taiwan","NA","2016-08-30",23.9739374,120.9820179,"SEA",2016
"Singapore|NA|MH428206||Dengue_2|E|External|2016-01-15|2016.03835616438","Singapore","NA","2016-01-15",1.357107,103.8194992,"SEA",2016
"China|Zhejiang|KU504492|CHN/ZJ/SX12/15|Dengue_2|E|External|2015-09-09|2015.68767123288","China","Zhejiang","2015-09-09",35.000074,104.999927,"SEA",2015
"Singapore|NA|KX224268|SG(EHI)D2/28177Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|KX224269|SG(EHI)D2/52100Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|KT175132||Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510356|SG(EHI)D2/20043Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510363|SG(EHI)D2/22569Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510366|SG(EHI)D2/27189Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510383|SG(EHI)D2/29666Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510386|SG(EHI)D2/30130Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510390|SG(EHI)D2/31172Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510406|SG(EHI)D2/34537Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510409|SG(EHI)D2/34801Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510391|SG(EHI)D2/31608Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510392|SG(EHI)D2/31612Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510413|SG(EHI)D2/36325Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510415|SG(EHI)D2/37654Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510419|SG(EHI)D2/41793Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510422|SG(EHI)D2/43289Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510449|SG(EHI)D2/08706Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510450|SG(EHI)D2/08003Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510461|SG(EHI)D2/19705Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510463|SG(EHI)D2/26673Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510475|SG(EHI)D2/35847Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510492|SG(EHI)D2/44205Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510516|SG(EHI)D2/50060Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510517|SG(EHI)D2/50247Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510561|SG(EHI)D2/03532Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510565|SG(EHI)D2/03006Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510635|SG(EHI)D2/13622Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510569|SG(EHI)D2/04548Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510606|SG(EHI)D2/08966Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510631|SG(EHI)D2/12831Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510577|SG(EHI)D2/05250Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510586|SG(EHI)D2/07872Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510613|SG(EHI)D2/09280Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MH729980|D2/FJ/408/2015|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510592|SG(EHI)D2/07080Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510603|SG(EHI)D2/08978Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510605|SG(EHI)D2/08983Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510612|SG(EHI)D2/09600Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510619|SG(EHI)D2/10000Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510622|SG(EHI)D2/10303Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510628|SG(EHI)D2/12847Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510641|SG(EHI)D2/13212Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510645|SG(EHI)D2/14379Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510646|SG(EHI)D2/14417Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510664|SG(EHI)D2/20626Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510660|SG(EHI)D2/18982Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510669|SG(EHI)D2/22693Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510661|SG(EHI)D2/20437Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510682|SG(EHI)D2/27733Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510696|SG(EHI)D2/31756Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510697|SG(EHI)D2/33479Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510700|SG(EHI)D2/34638Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510704|SG(EHI)D2/35471Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"China|NA|MG737983|D2/China/GDzs/D151663/2015(Maldives)|Dengue_2|E|External|2015-06-15|2015.45205479452","China","NA","2015-06-15",35.000074,104.999927,"SEA",2015
"China|Zhejiang|KU504490|CHN/ZJ/SX09/15|Dengue_2|E|External|2015-09-09|2015.68767123288","China","Zhejiang","2015-09-09",35.000074,104.999927,"SEA",2015
"China|Zhejiang|KU504491|CHN/ZJ/SX10/15|Dengue_2|E|External|2015-09-09|2015.68767123288","China","Zhejiang","2015-09-09",35.000074,104.999927,"SEA",2015
"China|Zhejiang|KU504493|CHN/ZJ/SX13/15|Dengue_2|E|External|2015-09-09|2015.68767123288","China","Zhejiang","2015-09-09",35.000074,104.999927,"SEA",2015
"China|Zhejiang|KU504494|CHN/ZJ/SX14/15|Dengue_2|E|External|2015-09-09|2015.68767123288","China","Zhejiang","2015-09-09",35.000074,104.999927,"SEA",2015
"Singapore|NA|MW510416|SG(EHI)D2/40860Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510420|SG(EHI)D2/42270Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Philippines|NA|KT806319|Philippines_2014b|Dengue_2|E|External|2014-06-15|2014.45205479452","Philippines","NA","2014-06-15",12.7503486,122.7312101,"SEA",2014
"Singapore|NA|MW510442|SG(EHI)D2/02862Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510452|SG(EHI)D2/09087Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510515|SG(EHI)D2/50286Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510550|SG(EHI)D2/02403Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510580|SG(EHI)D2/05775Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510668|SG(EHI)D2/22523Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510562|SG(EHI)D2/03575Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510539|SG(EHI)D2/01132Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510540|SG(EHI)D2/01178Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510665|SG(EHI)D2/21032Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510654|SG(EHI)D2/19185Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510676|SG(EHI)D2/26152Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510678|SG(EHI)D2/26031Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510679|SG(EHI)D2/26062Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510706|SG(EHI)D2/38581Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510677|SG(EHI)D2/26032Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510684|SG(EHI)D2/28721Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510694|SG(EHI)D2/31290Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510643|SG(EHI)D2/14416Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510655|SG(EHI)D2/19358Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
